uid,Produktbereich,Produktbereich Langfassung,Produktgruppe,Produktteilhaushalt,Produktteilhaushalt Langfassung,VwV-ID,VwV-Doppik Langfassung,amount,time,direction
1112-240166,11,"Innere Verwaltung",1112,1112240,"EDV-Steuerung",12,"Aufw. für Sach-/Dienstleistungen",295621,2012,Aufwendung
1112-240167,11,"Innere Verwaltung",1112,1112240,"EDV-Steuerung",13,"Bilanzielle Abschreibungen",625999,2012,Aufwendung
1112-240168,11,"Innere Verwaltung",1112,1112240,"EDV-Steuerung",16,"Sonstige ordentliche Aufwendungen",112437,2012,Aufwendung
1112-240169,11,"Innere Verwaltung",1112,1112240,"EDV-Steuerung",18,"interne Leistungen",-1555536,2012,Aufwendung
1112-240169,11,"Innere Verwaltung",1112,1112240,"EDV-Steuerung",19,"Kalkulatorische Kosten",156989,2012,Aufwendung
1112-240170,11,"Innere Verwaltung",1112,1112240,"EDV-Steuerung",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
1112-240171,11,"Innere Verwaltung",1112,1112240,"EDV-Steuerung",21,"Realisierbare außerordentl. Erträge",0,2012,Aufwendung
1113-120172,11,"Innere Verwaltung",1113,1113120,"Rechnungsprüfung",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
1113-120173,11,"Innere Verwaltung",1113,1113120,"Rechnungsprüfung",05,"Privatrechtliche Leistungsentgelte",120,2012,Ertrag
1113-120174,11,"Innere Verwaltung",1113,1113120,"Rechnungsprüfung",06,"Kostenerstattungen und Kostenumlagen",86168,2012,Ertrag
1113-120175,11,"Innere Verwaltung",1113,1113120,"Rechnungsprüfung",10,"Personalaufwendungen",685180,2012,Aufwendung
1113-120176,11,"Innere Verwaltung",1113,1113120,"Rechnungsprüfung",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1113-120177,11,"Innere Verwaltung",1113,1113120,"Rechnungsprüfung",12,"Aufw. für Sach-/Dienstleistungen",13593,2012,Aufwendung
1113-120178,11,"Innere Verwaltung",1113,1113120,"Rechnungsprüfung",13,"Bilanzielle Abschreibungen",1306,2012,Aufwendung
1113-120179,11,"Innere Verwaltung",1113,1113120,"Rechnungsprüfung",16,"Sonstige ordentliche Aufwendungen",18523,2012,Aufwendung
1113-120180,11,"Innere Verwaltung",1113,1113120,"Rechnungsprüfung",18,"interne Leistungen",-632751,2012,Aufwendung
1113-120180,11,"Innere Verwaltung",1113,1113120,"Rechnungsprüfung",19,"Kalkulatorische Kosten",438,2012,Aufwendung
1114-110181,11,"Innere Verwaltung",1114,1114110,"Frauenbüro",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
1114-110182,11,"Innere Verwaltung",1114,1114110,"Frauenbüro",05,"Privatrechtliche Leistungsentgelte",60,2012,Ertrag
1114-110183,11,"Innere Verwaltung",1114,1114110,"Frauenbüro",06,"Kostenerstattungen und Kostenumlagen",234,2012,Ertrag
1114-110184,11,"Innere Verwaltung",1114,1114110,"Frauenbüro",10,"Personalaufwendungen",125090,2012,Aufwendung
1114-110185,11,"Innere Verwaltung",1114,1114110,"Frauenbüro",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1114-110186,11,"Innere Verwaltung",1114,1114110,"Frauenbüro",12,"Aufw. für Sach-/Dienstleistungen",2818,2012,Aufwendung
1114-110187,11,"Innere Verwaltung",1114,1114110,"Frauenbüro",13,"Bilanzielle Abschreibungen",653,2012,Aufwendung
1114-110188,11,"Innere Verwaltung",1114,1114110,"Frauenbüro",15,"Transferaufwendungen",3700,2012,Aufwendung
1114-110189,11,"Innere Verwaltung",1114,1114110,"Frauenbüro",16,"Sonstige ordentliche Aufwendungen",22319,2012,Aufwendung
1114-110190,11,"Innere Verwaltung",1114,1114110,"Frauenbüro",18,"interne Leistungen",-154505,2012,Aufwendung
1114-110190,11,"Innere Verwaltung",1114,1114110,"Frauenbüro",19,"Kalkulatorische Kosten",219,2012,Aufwendung
1114-130191,11,"Innere Verwaltung",1114,1114130,"Europabüro der Stadt Ulm",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
1114-130192,11,"Innere Verwaltung",1114,1114130,"Europabüro der Stadt Ulm",04,"Öffentl.-rechtl. Leistungsentgelte",0,2012,Ertrag
1114-130193,11,"Innere Verwaltung",1114,1114130,"Europabüro der Stadt Ulm",05,"Privatrechtliche Leistungsentgelte",96,2012,Ertrag
1114-130194,11,"Innere Verwaltung",1114,1114130,"Europabüro der Stadt Ulm",06,"Kostenerstattungen und Kostenumlagen",374,2012,Ertrag
1114-130195,11,"Innere Verwaltung",1114,1114130,"Europabüro der Stadt Ulm",10,"Personalaufwendungen",199744,2012,Aufwendung
1114-130196,11,"Innere Verwaltung",1114,1114130,"Europabüro der Stadt Ulm",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1114-130197,11,"Innere Verwaltung",1114,1114130,"Europabüro der Stadt Ulm",12,"Aufw. für Sach-/Dienstleistungen",413,2012,Aufwendung
1114-130198,11,"Innere Verwaltung",1114,1114130,"Europabüro der Stadt Ulm",13,"Bilanzielle Abschreibungen",3025,2012,Aufwendung
1114-130199,11,"Innere Verwaltung",1114,1114130,"Europabüro der Stadt Ulm",16,"Sonstige ordentliche Aufwendungen",6819,2012,Aufwendung
1114-130200,11,"Innere Verwaltung",1114,1114130,"Europabüro der Stadt Ulm",18,"interne Leistungen",-210081,2012,Aufwendung
1114-130200,11,"Innere Verwaltung",1114,1114130,"Europabüro der Stadt Ulm",19,"Kalkulatorische Kosten",550,2012,Aufwendung
1114-140201,11,"Innere Verwaltung",1114,1114140,"Gesamtpersonalrat",06,"Kostenerstattungen und Kostenumlagen",17600,2012,Ertrag
1114-140202,11,"Innere Verwaltung",1114,1114140,"Gesamtpersonalrat",10,"Personalaufwendungen",125000,2012,Aufwendung
1114-140203,11,"Innere Verwaltung",1114,1114140,"Gesamtpersonalrat",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1114-140204,11,"Innere Verwaltung",1114,1114140,"Gesamtpersonalrat",12,"Aufw. für Sach-/Dienstleistungen",1290,2012,Aufwendung
1114-140205,11,"Innere Verwaltung",1114,1114140,"Gesamtpersonalrat",13,"Bilanzielle Abschreibungen",300,2012,Aufwendung
1114-140206,11,"Innere Verwaltung",1114,1114140,"Gesamtpersonalrat",16,"Sonstige ordentliche Aufwendungen",7828,2012,Aufwendung
1114-140207,11,"Innere Verwaltung",1114,1114140,"Gesamtpersonalrat",18,"interne Leistungen",-116918,2012,Aufwendung
1114-140207,11,"Innere Verwaltung",1114,1114140,"Gesamtpersonalrat",19,"Kalkulatorische Kosten",100,2012,Aufwendung
1114-620208,11,"Innere Verwaltung",1114,1114620,"Kontaktstelle Migration",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
1114-620209,11,"Innere Verwaltung",1114,1114620,"Kontaktstelle Migration",05,"Privatrechtliche Leistungsentgelte",12200,2012,Ertrag
1114-620210,11,"Innere Verwaltung",1114,1114620,"Kontaktstelle Migration",06,"Kostenerstattungen und Kostenumlagen",160800,2012,Ertrag
1114-620211,11,"Innere Verwaltung",1114,1114620,"Kontaktstelle Migration",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
1114-620212,11,"Innere Verwaltung",1114,1114620,"Kontaktstelle Migration",10,"Personalaufwendungen",182000,2012,Aufwendung
1114-620213,11,"Innere Verwaltung",1114,1114620,"Kontaktstelle Migration",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1114-620214,11,"Innere Verwaltung",1114,1114620,"Kontaktstelle Migration",12,"Aufw. für Sach-/Dienstleistungen",127850,2012,Aufwendung
1114-620215,11,"Innere Verwaltung",1114,1114620,"Kontaktstelle Migration",13,"Bilanzielle Abschreibungen",100,2012,Aufwendung
1114-620216,11,"Innere Verwaltung",1114,1114620,"Kontaktstelle Migration",15,"Transferaufwendungen",47400,2012,Aufwendung
1114-620217,11,"Innere Verwaltung",1114,1114620,"Kontaktstelle Migration",16,"Sonstige ordentliche Aufwendungen",11806,2012,Aufwendung
1114-620218,11,"Innere Verwaltung",1114,1114620,"Kontaktstelle Migration",18,"interne Leistungen",29695,2012,Ertrag
1114-620218,11,"Innere Verwaltung",1114,1114620,"Kontaktstelle Migration",19,"Kalkulatorische Kosten",100,2012,Aufwendung
1120-240219,11,"Innere Verwaltung",1120,1120240,"EDV-Service",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
1120-240220,11,"Innere Verwaltung",1120,1120240,"EDV-Service",05,"Privatrechtliche Leistungsentgelte",0,2012,Ertrag
1120-240221,11,"Innere Verwaltung",1120,1120240,"EDV-Service",08,"Aktiv.Eigenleist., Bestandsveränd.",343900,2012,Ertrag
1120-240222,11,"Innere Verwaltung",1120,1120240,"EDV-Service",10,"Personalaufwendungen",1012510,2012,Aufwendung
1120-240223,11,"Innere Verwaltung",1120,1120240,"EDV-Service",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1120-240224,11,"Innere Verwaltung",1120,1120240,"EDV-Service",12,"Aufw. für Sach-/Dienstleistungen",10871,2012,Aufwendung
1120-240225,11,"Innere Verwaltung",1120,1120240,"EDV-Service",13,"Bilanzielle Abschreibungen",2701,2012,Aufwendung
1120-240226,11,"Innere Verwaltung",1120,1120240,"EDV-Service",16,"Sonstige ordentliche Aufwendungen",231551,2012,Aufwendung
1120-240227,11,"Innere Verwaltung",1120,1120240,"EDV-Service",18,"interne Leistungen",-736565,2012,Aufwendung
1120-240227,11,"Innere Verwaltung",1120,1120240,"EDV-Service",19,"Kalkulatorische Kosten",511,2012,Aufwendung
1120-310228,11,"Innere Verwaltung",1120,1120310,"Fernsprechzentrale",05,"Privatrechtliche Leistungsentgelte",11000,2012,Ertrag
1120-310229,11,"Innere Verwaltung",1120,1120310,"Fernsprechzentrale",06,"Kostenerstattungen und Kostenumlagen",16000,2012,Ertrag
1120-310230,11,"Innere Verwaltung",1120,1120310,"Fernsprechzentrale",09,"Sonstige ordentliche Erträge",100,2012,Ertrag
1120-310231,11,"Innere Verwaltung",1120,1120310,"Fernsprechzentrale",10,"Personalaufwendungen",149792,2012,Aufwendung
1120-310232,11,"Innere Verwaltung",1120,1120310,"Fernsprechzentrale",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1120-310233,11,"Innere Verwaltung",1120,1120310,"Fernsprechzentrale",12,"Aufw. für Sach-/Dienstleistungen",6684,2012,Aufwendung
1120-310234,11,"Innere Verwaltung",1120,1120310,"Fernsprechzentrale",13,"Bilanzielle Abschreibungen",1728,2012,Aufwendung
1120-310235,11,"Innere Verwaltung",1120,1120310,"Fernsprechzentrale",16,"Sonstige ordentliche Aufwendungen",17021,2012,Aufwendung
1120-310236,11,"Innere Verwaltung",1120,1120310,"Fernsprechzentrale",18,"interne Leistungen",-149572,2012,Aufwendung
1120-310236,11,"Innere Verwaltung",1120,1120310,"Fernsprechzentrale",19,"Kalkulatorische Kosten",145,2012,Aufwendung
1120-310237,11,"Innere Verwaltung",1120,1120310,"Fernsprechzentrale",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
1121-220238,11,"Innere Verwaltung",1121,1121220,"Personalmanagement",02,"Zuwendungen und allgemeine Umlagen",17500,2012,Ertrag
1121-220239,11,"Innere Verwaltung",1121,1121220,"Personalmanagement",05,"Privatrechtliche Leistungsentgelte",15000,2012,Ertrag
1121-220240,11,"Innere Verwaltung",1121,1121220,"Personalmanagement",06,"Kostenerstattungen und Kostenumlagen",9000,2012,Ertrag
1121-220241,11,"Innere Verwaltung",1121,1121220,"Personalmanagement",10,"Personalaufwendungen",1282200,2012,Aufwendung
1121-220242,11,"Innere Verwaltung",1121,1121220,"Personalmanagement",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1121-220243,11,"Innere Verwaltung",1121,1121220,"Personalmanagement",12,"Aufw. für Sach-/Dienstleistungen",185000,2012,Aufwendung
1121-220244,11,"Innere Verwaltung",1121,1121220,"Personalmanagement",16,"Sonstige ordentliche Aufwendungen",17600,2012,Aufwendung
1121-220245,11,"Innere Verwaltung",1121,1121220,"Personalmanagement",18,"interne Leistungen",-662636,2012,Aufwendung
1121-320245,11,"Innere Verwaltung",1121,1121320,"Zentrale Dienste - Personal",04,"Öffentl.-rechtl. Leistungsentgelte",7500,2012,Ertrag
1121-320246,11,"Innere Verwaltung",1121,1121320,"Zentrale Dienste - Personal",05,"Privatrechtliche Leistungsentgelte",0,2012,Ertrag
1121-320247,11,"Innere Verwaltung",1121,1121320,"Zentrale Dienste - Personal",06,"Kostenerstattungen und Kostenumlagen",233225,2012,Ertrag
1121-320248,11,"Innere Verwaltung",1121,1121320,"Zentrale Dienste - Personal",10,"Personalaufwendungen",1086455,2012,Aufwendung
1121-320249,11,"Innere Verwaltung",1121,1121320,"Zentrale Dienste - Personal",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1121-320250,11,"Innere Verwaltung",1121,1121320,"Zentrale Dienste - Personal",12,"Aufw. für Sach-/Dienstleistungen",131405,2012,Aufwendung
1121-320251,11,"Innere Verwaltung",1121,1121320,"Zentrale Dienste - Personal",13,"Bilanzielle Abschreibungen",2410,2012,Aufwendung
1121-320252,11,"Innere Verwaltung",1121,1121320,"Zentrale Dienste - Personal",16,"Sonstige ordentliche Aufwendungen",51969,2012,Aufwendung
1121-320253,11,"Innere Verwaltung",1121,1121320,"Zentrale Dienste - Personal",18,"interne Leistungen",-1035649,2012,Aufwendung
1121-320253,11,"Innere Verwaltung",1121,1121320,"Zentrale Dienste - Personal",19,"Kalkulatorische Kosten",1125,2012,Aufwendung
1121-320254,11,"Innere Verwaltung",1121,1121320,"Zentrale Dienste - Personal",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
1121-321255,11,"Innere Verwaltung",1121,1121321,"Freiwillige soziale Leistungen",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
1121-321256,11,"Innere Verwaltung",1121,1121321,"Freiwillige soziale Leistungen",05,"Privatrechtliche Leistungsentgelte",314000,2012,Ertrag
1121-321257,11,"Innere Verwaltung",1121,1121321,"Freiwillige soziale Leistungen",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
1121-321258,11,"Innere Verwaltung",1121,1121321,"Freiwillige soziale Leistungen",12,"Aufw. für Sach-/Dienstleistungen",241300,2012,Aufwendung
1121-321259,11,"Innere Verwaltung",1121,1121321,"Freiwillige soziale Leistungen",15,"Transferaufwendungen",11000,2012,Aufwendung
1121-321260,11,"Innere Verwaltung",1121,1121321,"Freiwillige soziale Leistungen",16,"Sonstige ordentliche Aufwendungen",405600,2012,Aufwendung
1121-321261,11,"Innere Verwaltung",1121,1121321,"Freiwillige soziale Leistungen",18,"interne Leistungen",-343900,2012,Aufwendung
1121-322261,11,"Innere Verwaltung",1121,1121322,"Arbeitssicherheit u.betriebsärztl.Dienst",05,"Privatrechtliche Leistungsentgelte",7000,2012,Ertrag
1121-322262,11,"Innere Verwaltung",1121,1121322,"Arbeitssicherheit u.betriebsärztl.Dienst",06,"Kostenerstattungen und Kostenumlagen",45575,2012,Ertrag
1121-322263,11,"Innere Verwaltung",1121,1121322,"Arbeitssicherheit u.betriebsärztl.Dienst",10,"Personalaufwendungen",180340,2012,Aufwendung
1121-322264,11,"Innere Verwaltung",1121,1121322,"Arbeitssicherheit u.betriebsärztl.Dienst",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1121-322265,11,"Innere Verwaltung",1121,1121322,"Arbeitssicherheit u.betriebsärztl.Dienst",12,"Aufw. für Sach-/Dienstleistungen",64016,2012,Aufwendung
1121-322266,11,"Innere Verwaltung",1121,1121322,"Arbeitssicherheit u.betriebsärztl.Dienst",13,"Bilanzielle Abschreibungen",601,2012,Aufwendung
1121-322267,11,"Innere Verwaltung",1121,1121322,"Arbeitssicherheit u.betriebsärztl.Dienst",16,"Sonstige ordentliche Aufwendungen",17444,2012,Aufwendung
1121-322268,11,"Innere Verwaltung",1121,1121322,"Arbeitssicherheit u.betriebsärztl.Dienst",18,"interne Leistungen",-120484,2012,Aufwendung
1121-322268,11,"Innere Verwaltung",1121,1121322,"Arbeitssicherheit u.betriebsärztl.Dienst",19,"Kalkulatorische Kosten",149,2012,Aufwendung
1122-210269,11,"Innere Verwaltung",1122,1122210,"Stadtkasse",04,"Öffentl.-rechtl. Leistungsentgelte",50000,2012,Ertrag
1122-210270,11,"Innere Verwaltung",1122,1122210,"Stadtkasse",05,"Privatrechtliche Leistungsentgelte",300,2012,Ertrag
1122-210271,11,"Innere Verwaltung",1122,1122210,"Stadtkasse",06,"Kostenerstattungen und Kostenumlagen",41980,2012,Ertrag
1122-210272,11,"Innere Verwaltung",1122,1122210,"Stadtkasse",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
1122-210273,11,"Innere Verwaltung",1122,1122210,"Stadtkasse",10,"Personalaufwendungen",1045750,2012,Aufwendung
1122-210274,11,"Innere Verwaltung",1122,1122210,"Stadtkasse",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1122-210275,11,"Innere Verwaltung",1122,1122210,"Stadtkasse",12,"Aufw. für Sach-/Dienstleistungen",46538,2012,Aufwendung
1122-210276,11,"Innere Verwaltung",1122,1122210,"Stadtkasse",13,"Bilanzielle Abschreibungen",19725,2012,Aufwendung
1122-210277,11,"Innere Verwaltung",1122,1122210,"Stadtkasse",16,"Sonstige ordentliche Aufwendungen",56618,2012,Aufwendung
1122-210278,11,"Innere Verwaltung",1122,1122210,"Stadtkasse",18,"interne Leistungen",-1112808,2012,Aufwendung
1122-210278,11,"Innere Verwaltung",1122,1122210,"Stadtkasse",19,"Kalkulatorische Kosten",2205,2012,Aufwendung
1123-130279,11,"Innere Verwaltung",1123,1123130,"Zentralstelle - Rechtsstelle",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
1123-130280,11,"Innere Verwaltung",1123,1123130,"Zentralstelle - Rechtsstelle",04,"Öffentl.-rechtl. Leistungsentgelte",500,2012,Ertrag
1123-130281,11,"Innere Verwaltung",1123,1123130,"Zentralstelle - Rechtsstelle",05,"Privatrechtliche Leistungsentgelte",540,2012,Ertrag
1123-130282,11,"Innere Verwaltung",1123,1123130,"Zentralstelle - Rechtsstelle",06,"Kostenerstattungen und Kostenumlagen",936,2012,Ertrag
1123-130283,11,"Innere Verwaltung",1123,1123130,"Zentralstelle - Rechtsstelle",10,"Personalaufwendungen",328360,2012,Aufwendung
1123-130284,11,"Innere Verwaltung",1123,1123130,"Zentralstelle - Rechtsstelle",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1123-130285,11,"Innere Verwaltung",1123,1123130,"Zentralstelle - Rechtsstelle",12,"Aufw. für Sach-/Dienstleistungen",6420,2012,Aufwendung
1123-130286,11,"Innere Verwaltung",1123,1123130,"Zentralstelle - Rechtsstelle",13,"Bilanzielle Abschreibungen",1762,2012,Aufwendung
1123-130287,11,"Innere Verwaltung",1123,1123130,"Zentralstelle - Rechtsstelle",16,"Sonstige ordentliche Aufwendungen",63665,2012,Aufwendung
1123-130288,11,"Innere Verwaltung",1123,1123130,"Zentralstelle - Rechtsstelle",18,"interne Leistungen",-340104,2012,Aufwendung
1123-130288,11,"Innere Verwaltung",1123,1123130,"Zentralstelle - Rechtsstelle",19,"Kalkulatorische Kosten",426,2012,Aufwendung
1124-710289,11,"Innere Verwaltung",1124,1124710,"Verwaltung GM",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
1124-710290,11,"Innere Verwaltung",1124,1124710,"Verwaltung GM",05,"Privatrechtliche Leistungsentgelte",15000,2012,Ertrag
1124-710291,11,"Innere Verwaltung",1124,1124710,"Verwaltung GM",06,"Kostenerstattungen und Kostenumlagen",9856,2012,Ertrag
1124-710292,11,"Innere Verwaltung",1124,1124710,"Verwaltung GM",08,"Aktiv.Eigenleist., Bestandsveränd.",1900000,2012,Ertrag
1124-710293,11,"Innere Verwaltung",1124,1124710,"Verwaltung GM",09,"Sonstige ordentliche Erträge",1500,2012,Ertrag
1124-710294,11,"Innere Verwaltung",1124,1124710,"Verwaltung GM",10,"Personalaufwendungen",2974232,2012,Aufwendung
1124-710295,11,"Innere Verwaltung",1124,1124710,"Verwaltung GM",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1124-710296,11,"Innere Verwaltung",1124,1124710,"Verwaltung GM",12,"Aufw. für Sach-/Dienstleistungen",96142,2012,Aufwendung
1124-710297,11,"Innere Verwaltung",1124,1124710,"Verwaltung GM",13,"Bilanzielle Abschreibungen",39168,2012,Aufwendung
1124-710298,11,"Innere Verwaltung",1124,1124710,"Verwaltung GM",15,"Transferaufwendungen",0,2012,Aufwendung
1124-710299,11,"Innere Verwaltung",1124,1124710,"Verwaltung GM",16,"Sonstige ordentliche Aufwendungen",128910,2012,Aufwendung
1124-710300,11,"Innere Verwaltung",1124,1124710,"Verwaltung GM",18,"interne Leistungen",-1145627,2012,Aufwendung
1124-710300,11,"Innere Verwaltung",1124,1124710,"Verwaltung GM",19,"Kalkulatorische Kosten",3896,2012,Aufwendung
1124-711301,11,"Innere Verwaltung",1124,1124711,"Gebäude",02,"Zuwendungen und allgemeine Umlagen",411250,2012,Ertrag
1124-711302,11,"Innere Verwaltung",1124,1124711,"Gebäude",05,"Privatrechtliche Leistungsentgelte",1384500,2012,Ertrag
1124-711303,11,"Innere Verwaltung",1124,1124711,"Gebäude",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
1124-711304,11,"Innere Verwaltung",1124,1124711,"Gebäude",10,"Personalaufwendungen",4753700,2012,Aufwendung
1124-711305,11,"Innere Verwaltung",1124,1124711,"Gebäude",11,"Versorgungsaufwendungen",0,2012,Aufwendung
1124-711306,11,"Innere Verwaltung",1124,1124711,"Gebäude",12,"Aufw. für Sach-/Dienstleistungen",18462961,2012,Aufwendung
1124-711307,11,"Innere Verwaltung",1124,1124711,"Gebäude",13,"Bilanzielle Abschreibungen",6512700,2012,Aufwendung
